A	B	support	confidence	lift
Honolulu	New York	0.42857143	1.00000000	1.40000000
New York	Honolulu	0.42857143	0.60000000	1.40000000
Honolulu	Orlando	0.42857143	1.00000000	1.16666667
Orlando	Honolulu	0.42857143	0.50000000	1.16666667
Honolulu	Paris	0.42857143	1.00000000	1.40000000
Paris	Honolulu	0.42857143	0.60000000	1.40000000
Honolulu	Rome	0.14285714	0.33333333	0.77777778
Rome	Honolulu	0.14285714	0.33333333	0.77777778
Honolulu	San Francisco	0.42857143	1.00000000	1.40000000
San Francisco	Honolulu	0.42857143	0.60000000	1.40000000
Honolulu	Shanghai	0.14285714	0.33333333	2.33333333
Shanghai	Honolulu	0.14285714	1.00000000	2.33333333
Honolulu	Sydney	0.14285714	0.33333333	0.77777778
Sydney	Honolulu	0.14285714	0.33333333	0.77777778
Honolulu	Tokyo	0.14285714	0.33333333	1.16666667
Tokyo	Honolulu	0.14285714	0.50000000	1.16666667
Honolulu	Toronto	0.14285714	0.33333333	1.16666667
Toronto	Honolulu	0.14285714	0.50000000	1.16666667
Honolulu	Vancouver	0.28571429	0.66666667	2.33333333
Vancouver	Honolulu	0.28571429	1.00000000	2.33333333
Honolulu	Venice	0.14285714	0.33333333	1.16666667
Venice	Honolulu	0.14285714	0.50000000	1.16666667
Honolulu	Washington D.C.	0.28571429	0.66666667	1.16666667
Washington D.C.	Honolulu	0.28571429	0.50000000	1.16666667
Las Vegas	London	0.42857143	0.50000000	1.16666667
London	Las Vegas	0.42857143	1.00000000	1.16666667
Las Vegas	Los Angeles	0.85714286	1.00000000	1.00000000
Los Angeles	Las Vegas	0.85714286	0.85714286	1.00000000
Las Vegas	Madrid	0.14285714	0.16666667	1.16666667
Madrid	Las Vegas	0.14285714	1.00000000	1.16666667
Las Vegas	Miami	0.28571429	0.33333333	0.77777778
Miami	Las Vegas	0.28571429	0.66666667	0.77777778
Las Vegas	Montreal	0.28571429	0.33333333	1.16666667
Montreal	Las Vegas	0.28571429	1.00000000	1.16666667
Las Vegas	New Delhi	0.14285714	0.16666667	1.16666667
New Delhi	Las Vegas	0.14285714	1.00000000	1.16666667
Las Vegas	New York	0.71428571	0.83333333	1.16666667
New York	Las Vegas	0.71428571	1.00000000	1.16666667
Las Vegas	Orlando	0.71428571	0.83333333	0.97222222
Orlando	Las Vegas	0.71428571	0.83333333	0.97222222
Las Vegas	Paris	0.71428571	0.83333333	1.16666667
Paris	Las Vegas	0.71428571	1.00000000	1.16666667
Las Vegas	Rome	0.42857143	0.50000000	1.16666667
Rome	Las Vegas	0.42857143	1.00000000	1.16666667
Las Vegas	San Francisco	0.71428571	0.83333333	1.16666667
San Francisco	Las Vegas	0.71428571	1.00000000	1.16666667
Las Vegas	Seoul	0.14285714	0.16666667	1.16666667
Seoul	Las Vegas	0.14285714	1.00000000	1.16666667
Las Vegas	Shanghai	0.14285714	0.16666667	1.16666667
Shanghai	Las Vegas	0.14285714	1.00000000	1.16666667
Las Vegas	Sydney	0.28571429	0.33333333	0.77777778
Sydney	Las Vegas	0.28571429	0.66666667	0.77777778
Las Vegas	Tokyo	0.28571429	0.33333333	1.16666667
Tokyo	Las Vegas	0.28571429	1.00000000	1.16666667
Las Vegas	Toronto	0.28571429	0.33333333	1.16666667
Toronto	Las Vegas	0.28571429	1.00000000	1.16666667
Las Vegas	Vancouver	0.28571429	0.33333333	1.16666667
Vancouver	Las Vegas	0.28571429	1.00000000	1.16666667
Las Vegas	Venice	0.28571429	0.33333333	1.16666667
Venice	Las Vegas	0.28571429	1.00000000	1.16666667
Las Vegas	Washington D.C.	0.57142857	0.66666667	1.16666667
Washington D.C.	Las Vegas	0.57142857	1.00000000	1.16666667
London	Los Angeles	0.42857143	1.00000000	1.00000000
Los Angeles	London	0.42857143	0.42857143	1.00000000
London	Madrid	0.14285714	0.33333333	2.33333333
Madrid	London	0.14285714	1.00000000	2.33333333
London	Miami	0.14285714	0.33333333	0.77777778
Miami	London	0.14285714	0.33333333	0.77777778
London	Montreal	0.14285714	0.33333333	1.16666667
Montreal	London	0.14285714	0.50000000	1.16666667
London	New Delhi	0.14285714	0.33333333	2.33333333
New Delhi	London	0.14285714	1.00000000	2.33333333
London	New York	0.42857143	1.00000000	1.40000000
New York	London	0.42857143	0.60000000	1.40000000
London	Orlando	0.28571429	0.66666667	0.77777778
Orlando	London	0.28571429	0.33333333	0.77777778
London	Paris	0.28571429	0.66666667	0.93333333
Paris	London	0.28571429	0.40000000	0.93333333
London	Rome	0.14285714	0.33333333	0.77777778
Rome	London	0.14285714	0.33333333	0.77777778
London	San Francisco	0.42857143	1.00000000	1.40000000
San Francisco	London	0.42857143	0.60000000	1.40000000
London	Seoul	0.14285714	0.33333333	2.33333333
Seoul	London	0.14285714	1.00000000	2.33333333
London	Shanghai	0.14285714	0.33333333	2.33333333
Shanghai	London	0.14285714	1.00000000	2.33333333
London	Sydney	0.14285714	0.33333333	0.77777778
Sydney	London	0.14285714	0.33333333	0.77777778
London	Tokyo	0.14285714	0.33333333	1.16666667
Tokyo	London	0.14285714	0.50000000	1.16666667
London	Toronto	0.14285714	0.33333333	1.16666667
Toronto	London	0.14285714	0.50000000	1.16666667
London	Vancouver	0.14285714	0.33333333	1.16666667
Vancouver	London	0.14285714	0.50000000	1.16666667
London	Venice	0.14285714	0.33333333	1.16666667
Venice	London	0.14285714	0.50000000	1.16666667
London	Washington D.C.	0.28571429	0.66666667	1.16666667
Washington D.C.	London	0.28571429	0.50000000	1.16666667
Los Angeles	Madrid	0.14285714	0.14285714	1.00000000
Madrid	Los Angeles	0.14285714	1.00000000	1.00000000
Los Angeles	Miami	0.42857143	0.42857143	1.00000000
Miami	Los Angeles	0.42857143	1.00000000	1.00000000
Los Angeles	Montreal	0.28571429	0.28571429	1.00000000
Montreal	Los Angeles	0.28571429	1.00000000	1.00000000
Los Angeles	New Delhi	0.14285714	0.14285714	1.00000000
New Delhi	Los Angeles	0.14285714	1.00000000	1.00000000
Los Angeles	New York	0.71428571	0.71428571	1.00000000
New York	Los Angeles	0.71428571	1.00000000	1.00000000
Los Angeles	Orlando	0.85714286	0.85714286	1.00000000
Orlando	Los Angeles	0.85714286	1.00000000	1.00000000
Los Angeles	Paris	0.71428571	0.71428571	1.00000000
Paris	Los Angeles	0.71428571	1.00000000	1.00000000
Los Angeles	Rome	0.42857143	0.42857143	1.00000000
Rome	Los Angeles	0.42857143	1.00000000	1.00000000
Los Angeles	San Francisco	0.71428571	0.71428571	1.00000000
San Francisco	Los Angeles	0.71428571	1.00000000	1.00000000
Los Angeles	Seoul	0.14285714	0.14285714	1.00000000
Seoul	Los Angeles	0.14285714	1.00000000	1.00000000
Los Angeles	Shanghai	0.14285714	0.14285714	1.00000000
Shanghai	Los Angeles	0.14285714	1.00000000	1.00000000
Los Angeles	Sydney	0.42857143	0.42857143	1.00000000
Sydney	Los Angeles	0.42857143	1.00000000	1.00000000
Los Angeles	Tokyo	0.28571429	0.28571429	1.00000000
Tokyo	Los Angeles	0.28571429	1.00000000	1.00000000
Los Angeles	Toronto	0.28571429	0.28571429	1.00000000
Toronto	Los Angeles	0.28571429	1.00000000	1.00000000
Los Angeles	Vancouver	0.28571429	0.28571429	1.00000000
Vancouver	Los Angeles	0.28571429	1.00000000	1.00000000
Los Angeles	Venice	0.28571429	0.28571429	1.00000000
Venice	Los Angeles	0.28571429	1.00000000	1.00000000
Los Angeles	Washington D.C.	0.57142857	0.57142857	1.00000000
Washington D.C.	Los Angeles	0.57142857	1.00000000	1.00000000
Madrid	Miami	0.14285714	1.00000000	2.33333333
Miami	Madrid	0.14285714	0.33333333	2.33333333
Madrid	Montreal	0.14285714	1.00000000	3.50000000
Montreal	Madrid	0.14285714	0.50000000	3.50000000
Madrid	New York	0.14285714	1.00000000	1.40000000
New York	Madrid	0.14285714	0.20000000	1.40000000
Madrid	Orlando	0.14285714	1.00000000	1.16666667
Orlando	Madrid	0.14285714	0.16666667	1.16666667
Madrid	Paris	0.14285714	1.00000000	1.40000000
Paris	Madrid	0.14285714	0.20000000	1.40000000
Madrid	Rome	0.14285714	1.00000000	2.33333333
Rome	Madrid	0.14285714	0.33333333	2.33333333
Madrid	San Francisco	0.14285714	1.00000000	1.40000000
San Francisco	Madrid	0.14285714	0.20000000	1.40000000
Madrid	Seoul	0.14285714	1.00000000	7.00000000
Seoul	Madrid	0.14285714	1.00000000	7.00000000
Madrid	Sydney	0.14285714	1.00000000	2.33333333
Sydney	Madrid	0.14285714	0.33333333	2.33333333
Madrid	Tokyo	0.14285714	1.00000000	3.50000000
Tokyo	Madrid	0.14285714	0.50000000	3.50000000
Madrid	Toronto	0.14285714	1.00000000	3.50000000
Toronto	Madrid	0.14285714	0.50000000	3.50000000
Madrid	Venice	0.14285714	1.00000000	3.50000000
Venice	Madrid	0.14285714	0.50000000	3.50000000
Madrid	Washington D.C.	0.14285714	1.00000000	1.75000000
Washington D.C.	Madrid	0.14285714	0.25000000	1.75000000
Miami	Montreal	0.28571429	0.66666667	2.33333333
Montreal	Miami	0.28571429	1.00000000	2.33333333
Miami	New York	0.14285714	0.33333333	0.46666667
New York	Miami	0.14285714	0.20000000	0.46666667
Miami	Orlando	0.42857143	1.00000000	1.16666667
Orlando	Miami	0.42857143	0.50000000	1.16666667
Miami	Paris	0.28571429	0.66666667	0.93333333
Paris	Miami	0.28571429	0.40000000	0.93333333
Miami	Rome	0.28571429	0.66666667	1.55555556
Rome	Miami	0.28571429	0.66666667	1.55555556
Miami	San Francisco	0.14285714	0.33333333	0.46666667
San Francisco	Miami	0.14285714	0.20000000	0.46666667
Miami	Seoul	0.14285714	0.33333333	2.33333333
Seoul	Miami	0.14285714	1.00000000	2.33333333
Miami	Sydney	0.28571429	0.66666667	1.55555556
Sydney	Miami	0.28571429	0.66666667	1.55555556
Miami	Tokyo	0.14285714	0.33333333	1.16666667
Tokyo	Miami	0.14285714	0.50000000	1.16666667
Miami	Toronto	0.14285714	0.33333333	1.16666667
Toronto	Miami	0.14285714	0.50000000	1.16666667
Miami	Venice	0.14285714	0.33333333	1.16666667
Venice	Miami	0.14285714	0.50000000	1.16666667
Miami	Washington D.C.	0.28571429	0.66666667	1.16666667
Washington D.C.	Miami	0.28571429	0.50000000	1.16666667
Montreal	New York	0.14285714	0.50000000	0.70000000
New York	Montreal	0.14285714	0.20000000	0.70000000
Montreal	Orlando	0.28571429	1.00000000	1.16666667
Orlando	Montreal	0.28571429	0.33333333	1.16666667
Montreal	Paris	0.28571429	1.00000000	1.40000000
Paris	Montreal	0.28571429	0.40000000	1.40000000
Montreal	Rome	0.28571429	1.00000000	2.33333333
Rome	Montreal	0.28571429	0.66666667	2.33333333
Montreal	San Francisco	0.14285714	0.50000000	0.70000000
San Francisco	Montreal	0.14285714	0.20000000	0.70000000
Montreal	Seoul	0.14285714	0.50000000	3.50000000
Seoul	Montreal	0.14285714	1.00000000	3.50000000
Montreal	Sydney	0.14285714	0.50000000	1.16666667
Sydney	Montreal	0.14285714	0.33333333	1.16666667
Montreal	Tokyo	0.14285714	0.50000000	1.75000000
Tokyo	Montreal	0.14285714	0.50000000	1.75000000
Montreal	Toronto	0.14285714	0.50000000	1.75000000
Toronto	Montreal	0.14285714	0.50000000	1.75000000
Montreal	Venice	0.14285714	0.50000000	1.75000000
Venice	Montreal	0.14285714	0.50000000	1.75000000
Montreal	Washington D.C.	0.28571429	1.00000000	1.75000000
Washington D.C.	Montreal	0.28571429	0.50000000	1.75000000
New Delhi	New York	0.14285714	1.00000000	1.40000000
New York	New Delhi	0.14285714	0.20000000	1.40000000
New Delhi	San Francisco	0.14285714	1.00000000	1.40000000
San Francisco	New Delhi	0.14285714	0.20000000	1.40000000
New York	Orlando	0.57142857	0.80000000	0.93333333
Orlando	New York	0.57142857	0.66666667	0.93333333
New York	Paris	0.57142857	0.80000000	1.12000000
Paris	New York	0.57142857	0.80000000	1.12000000
New York	Rome	0.28571429	0.40000000	0.93333333
Rome	New York	0.28571429	0.66666667	0.93333333
New York	San Francisco	0.71428571	1.00000000	1.40000000
San Francisco	New York	0.71428571	1.00000000	1.40000000
New York	Seoul	0.14285714	0.20000000	1.40000000
Seoul	New York	0.14285714	1.00000000	1.40000000
New York	Shanghai	0.14285714	0.20000000	1.40000000
Shanghai	New York	0.14285714	1.00000000	1.40000000
New York	Sydney	0.28571429	0.40000000	0.93333333
Sydney	New York	0.28571429	0.66666667	0.93333333
New York	Tokyo	0.28571429	0.40000000	1.40000000
Tokyo	New York	0.28571429	1.00000000	1.40000000
New York	Toronto	0.28571429	0.40000000	1.40000000
Toronto	New York	0.28571429	1.00000000	1.40000000
New York	Vancouver	0.28571429	0.40000000	1.40000000
Vancouver	New York	0.28571429	1.00000000	1.40000000
New York	Venice	0.28571429	0.40000000	1.40000000
Venice	New York	0.28571429	1.00000000	1.40000000
New York	Washington D.C.	0.42857143	0.60000000	1.05000000
Washington D.C.	New York	0.42857143	0.75000000	1.05000000
Orlando	Paris	0.71428571	0.83333333	1.16666667
Paris	Orlando	0.71428571	1.00000000	1.16666667
Orlando	Rome	0.42857143	0.50000000	1.16666667
Rome	Orlando	0.42857143	1.00000000	1.16666667
Orlando	San Francisco	0.57142857	0.66666667	0.93333333
San Francisco	Orlando	0.57142857	0.80000000	0.93333333
Orlando	Seoul	0.14285714	0.16666667	1.16666667
Seoul	Orlando	0.14285714	1.00000000	1.16666667
Orlando	Shanghai	0.14285714	0.16666667	1.16666667
Shanghai	Orlando	0.14285714	1.00000000	1.16666667
Orlando	Sydney	0.42857143	0.50000000	1.16666667
Sydney	Orlando	0.42857143	1.00000000	1.16666667
Orlando	Tokyo	0.28571429	0.33333333	1.16666667
Tokyo	Orlando	0.28571429	1.00000000	1.16666667
Orlando	Toronto	0.28571429	0.33333333	1.16666667
Toronto	Orlando	0.28571429	1.00000000	1.16666667
Orlando	Vancouver	0.28571429	0.33333333	1.16666667
Vancouver	Orlando	0.28571429	1.00000000	1.16666667
Orlando	Venice	0.28571429	0.33333333	1.16666667
Venice	Orlando	0.28571429	1.00000000	1.16666667
Orlando	Washington D.C.	0.57142857	0.66666667	1.16666667
Washington D.C.	Orlando	0.57142857	1.00000000	1.16666667
Paris	Rome	0.42857143	0.60000000	1.40000000
Rome	Paris	0.42857143	1.00000000	1.40000000
Paris	San Francisco	0.57142857	0.80000000	1.12000000
San Francisco	Paris	0.57142857	0.80000000	1.12000000
Paris	Seoul	0.14285714	0.20000000	1.40000000
Seoul	Paris	0.14285714	1.00000000	1.40000000
Paris	Shanghai	0.14285714	0.20000000	1.40000000
Shanghai	Paris	0.14285714	1.00000000	1.40000000
Paris	Sydney	0.28571429	0.40000000	0.93333333
Sydney	Paris	0.28571429	0.66666667	0.93333333
Paris	Tokyo	0.28571429	0.40000000	1.40000000
Tokyo	Paris	0.28571429	1.00000000	1.40000000
Paris	Toronto	0.28571429	0.40000000	1.40000000
Toronto	Paris	0.28571429	1.00000000	1.40000000
Paris	Vancouver	0.28571429	0.40000000	1.40000000
Vancouver	Paris	0.28571429	1.00000000	1.40000000
Paris	Venice	0.28571429	0.40000000	1.40000000
Venice	Paris	0.28571429	1.00000000	1.40000000
Paris	Washington D.C.	0.57142857	0.80000000	1.40000000
Washington D.C.	Paris	0.57142857	1.00000000	1.40000000
Rome	San Francisco	0.28571429	0.66666667	0.93333333
San Francisco	Rome	0.28571429	0.40000000	0.93333333
Rome	Seoul	0.14285714	0.33333333	2.33333333
Seoul	Rome	0.14285714	1.00000000	2.33333333
Rome	Sydney	0.28571429	0.66666667	1.55555556
Sydney	Rome	0.28571429	0.66666667	1.55555556
Rome	Tokyo	0.28571429	0.66666667	2.33333333
Tokyo	Rome	0.28571429	1.00000000	2.33333333
Rome	Toronto	0.14285714	0.33333333	1.16666667
Toronto	Rome	0.14285714	0.50000000	1.16666667
Rome	Venice	0.28571429	0.66666667	2.33333333
Venice	Rome	0.28571429	1.00000000	2.33333333
Rome	Washington D.C.	0.42857143	1.00000000	1.75000000
Washington D.C.	Rome	0.42857143	0.75000000	1.75000000
San Francisco	Seoul	0.14285714	0.20000000	1.40000000
Seoul	San Francisco	0.14285714	1.00000000	1.40000000
San Francisco	Shanghai	0.14285714	0.20000000	1.40000000
Shanghai	San Francisco	0.14285714	1.00000000	1.40000000
San Francisco	Sydney	0.28571429	0.40000000	0.93333333
Sydney	San Francisco	0.28571429	0.66666667	0.93333333
San Francisco	Tokyo	0.28571429	0.40000000	1.40000000
Tokyo	San Francisco	0.28571429	1.00000000	1.40000000
San Francisco	Toronto	0.28571429	0.40000000	1.40000000
Toronto	San Francisco	0.28571429	1.00000000	1.40000000
San Francisco	Vancouver	0.28571429	0.40000000	1.40000000
Vancouver	San Francisco	0.28571429	1.00000000	1.40000000
San Francisco	Venice	0.28571429	0.40000000	1.40000000
Venice	San Francisco	0.28571429	1.00000000	1.40000000
San Francisco	Washington D.C.	0.42857143	0.60000000	1.05000000
Washington D.C.	San Francisco	0.42857143	0.75000000	1.05000000
Seoul	Sydney	0.14285714	1.00000000	2.33333333
Sydney	Seoul	0.14285714	0.33333333	2.33333333
Seoul	Tokyo	0.14285714	1.00000000	3.50000000
Tokyo	Seoul	0.14285714	0.50000000	3.50000000
Seoul	Toronto	0.14285714	1.00000000	3.50000000
Toronto	Seoul	0.14285714	0.50000000	3.50000000
Seoul	Venice	0.14285714	1.00000000	3.50000000
Venice	Seoul	0.14285714	0.50000000	3.50000000
Seoul	Washington D.C.	0.14285714	1.00000000	1.75000000
Washington D.C.	Seoul	0.14285714	0.25000000	1.75000000
Shanghai	Vancouver	0.14285714	1.00000000	3.50000000
Vancouver	Shanghai	0.14285714	0.50000000	3.50000000
Shanghai	Washington D.C.	0.14285714	1.00000000	1.75000000
Washington D.C.	Shanghai	0.14285714	0.25000000	1.75000000
Sydney	Tokyo	0.28571429	0.66666667	2.33333333
Tokyo	Sydney	0.28571429	1.00000000	2.33333333
Sydney	Toronto	0.14285714	0.33333333	1.16666667
Toronto	Sydney	0.14285714	0.50000000	1.16666667
Sydney	Venice	0.28571429	0.66666667	2.33333333
Venice	Sydney	0.28571429	1.00000000	2.33333333
Sydney	Washington D.C.	0.28571429	0.66666667	1.16666667
Washington D.C.	Sydney	0.28571429	0.50000000	1.16666667
Tokyo	Toronto	0.14285714	0.50000000	1.75000000
Toronto	Tokyo	0.14285714	0.50000000	1.75000000
Tokyo	Venice	0.28571429	1.00000000	3.50000000
Venice	Tokyo	0.28571429	1.00000000	3.50000000
Tokyo	Washington D.C.	0.28571429	1.00000000	1.75000000
Washington D.C.	Tokyo	0.28571429	0.50000000	1.75000000
Toronto	Vancouver	0.14285714	0.50000000	1.75000000
Vancouver	Toronto	0.14285714	0.50000000	1.75000000
Toronto	Venice	0.14285714	0.50000000	1.75000000
Venice	Toronto	0.14285714	0.50000000	1.75000000
Toronto	Washington D.C.	0.14285714	0.50000000	0.87500000
Washington D.C.	Toronto	0.14285714	0.25000000	0.87500000
Vancouver	Washington D.C.	0.14285714	0.50000000	0.87500000
Washington D.C.	Vancouver	0.14285714	0.25000000	0.87500000
Venice	Washington D.C.	0.28571429	1.00000000	1.75000000
Washington D.C.	Venice	0.28571429	0.50000000	1.75000000
